group	x	y
1	-0.224190258620885	0.101327405597902
1	-0.092070995793312	-0.0114187021394812
1	0.62348332565965	-0.0171481829165264
1	0.0282033565698304	0.547440913605783
1	0.0517150940643785	-0.0903083942637071
1	0.686025994753313	0.606588241771816
1	0.184366482395681	-0.619501121692089
1	-0.506024493842614	0.233845499854428
1	-0.27474114075741	0.0495416975378455
1	-0.178264788039983	0.0863766274975891
1	0.489632718975785	0.151855793103953
1	0.143925530822946	-0.200929381243721
1	0.160308580237621	-0.133282953467768
1	0.0442730863780479	-0.407430153242836
1	-0.22233645390163	-0.428716490590231
1	0.714765254721231	0.121411456561703
1	0.199140191291696	0.17928391145177
1	-0.786646862651855	0.0212016906922017
1	0.280542360625474	0.368906987151895
1	-0.189116563091174	0.820033874250858
1	-0.427129482394738	-0.196412466422614
1	-0.0871899658633181	-0.923667550256325
1	-0.410401779322896	0.402295409784903
1	-0.291556491716456	-0.283680305032957
1	-0.250015707139703	-0.275203446586943
1	-0.674677324296965	0.41022854787868
1	0.33511481779781	-0.113909202820404
1	0.0613492471346061	-0.488287084901814
1	-0.455254774804779	0.0725213918996601
1	0.501525968427971	-0.0555565449756179
1	0.170585688590725	0.00230567435995477
1	-0.118028593196908	0.154112160450532
1	0.358050264418009	-0.148264012716964
1	0.351253395013217	0.257750619407533
1	0.328632432654995	-0.0881946247275003
1	0.275456101640036	0.132712785566279
1	0.221567061415036	0.438735605259739
1	-0.0247646842306887	0.174072596333521
1	-0.122385065495967	-0.130372634212491
1	-0.152188400404953	0.459523047380438
1	-0.277882791568205	0.397401542384848
1	-0.0831669112078395	0.219358783803228
1	-0.506158540627306	0.0954926940445765
1	0.867582386135405	-0.251162430415749
1	0.483184799321996	0.544260979412003
1	-0.44924343328134	-0.240103834858851
1	-0.16115393411963	0.874933197206631
1	-0.186662141449288	0.613044250474076
1	0.311986047334527	-0.0942801436401908
1	-0.0333476265887317	-0.410568360122712
1	2.71583737452028	3.31509553899007
1	3.10275348366261	3.30761689640036
1	2.90132324861505	3.13288103158005
1	2.86098296024091	2.5966493566892
1	2.61935257309399	2.95221895734774
1	2.98198891007643	2.8878418659319
1	2.68603821221717	3.22519581328819
1	2.33282322536475	2.85102449755847
1	2.8479093918849	3.39078935467425
1	3.36759864362431	2.85016765689319
1	2.76986121495664	3.42108458623173
1	3.24318572889001	2.58032919733357
1	2.35284691668433	2.49593790209676
1	2.97777521379018	4.29641597397696
1	3.20776288157739	2.83325696473583
1	3.12046134486669	3.11929103661629
1	3.04227047765958	3.25462786961354
1	2.74371759667785	2.8064877497165
1	2.66011826158657	3.20674481772544
1	2.59034848375803	3.14758581095403
1	3.04705863884005	2.91384779694332
1	2.62101015432608	3.02611721341013
1	2.80377702251973	2.98637309850461
1	2.8975631231207	3.85138075960647
1	3.73754480209288	2.70346556149087
1	2.73922003932182	2.56160149317013
1	3.09415462891394	3.01511535966843
1	3.03118433982548	3.12419229977726
1	2.61525734634795	3.17460939156407
1	2.97147676555056	2.81665386691556
1	3.57782034336934	2.57466954641152
1	3.18060162123169	3.5052740704358
1	3.01649316879718	2.86013984481858
1	2.83100126706415	2.65379485493865
1	2.17870111138379	2.90548817242356
1	3.45253488536567	2.92112964226058
1	2.41574397163007	3.44396811588546
1	3.29597900435093	3.03389491687888
1	3.76364142768699	3.30162151407381
1	2.42244273561128	2.8002831931311
1	3.28071373414988	3.08577812383264
1	2.89512100423901	2.87012563540367
1	2.37114233634181	3.03783341126943
1	2.3941329384873	2.64185465680898
1	2.35938553057016	2.47567938666881
1	2.78763739113188	3.79888535389919
1	2.41529776600164	3.24028352946897
1	3.27516670919033	2.49949145535002
1	3.84004357621027	2.75553363332783
1	2.48518780958593	2.52580796616108
1	6.87952413955349	5.84975885133209
1	6.5249651905734	5.77524945458009
1	5.89394197732146	5.86243310634862
1	6.21727762369284	6.03619865885569
1	5.83426402083246	6.63940350845833
1	5.80950124215377	5.96457395514445
1	5.6845588648599	6.43231979846061
1	5.7621530930162	6.25230164626023
1	6.66036298693468	5.95454404179754
1	5.97838874996582	5.38683919884376
1	6.04769809457103	5.79155307297899
1	6.09747497183964	5.80405181874461
1	6.49299035139414	6.01886177310461
1	5.79357446762209	6.52007947106673
1	5.60299713984319	6.91723158953244
1	6.67027877296128	6.61903242359351
1	5.82353471323789	5.94673961426842
1	5.71077361202405	5.29738904177695
1	5.50549075244668	5.8444880543713
1	5.48611371107288	6.03568288922932
1	5.77041060828081	6.33800520162698
1	6.24719432686661	6.38501118739371
1	6.44393925557189	6.27372377176659
1	6.28303534153424	5.44189026008021
1	5.8545370811619	6.33985721825334
1	6.02389997495384	5.82137711342911
1	5.71816141452797	6.0699210800645
1	5.7131127353704	6.02982047086949
1	6.35386019959077	6.1712667059882
1	5.59376296855858	6.00986999313046
1	6.78211758619699	5.33300996096574
1	5.96387216241366	6.29459838590938
1	6.08581553065169	6.15441062733987
1	5.70458891810417	5.89373934988871
1	5.77024452409469	6.04725780441867
1	5.4731935470779	6.05361545814739
1	5.92682984465091	6.0884077874244
1	6.16759296196979	6.65633846639099
1	6.12972173766455	5.91237984842661
1	5.6873854051781	6.06722615355386
1	5.6845512116584	6.46735354922764
1	5.79912051266286	6.42167240935077
1	6.59842426793854	6.45810524415214
1	5.5450785517337	5.76901279957618
1	5.92837936224792	6.80099309211713
1	6.76094472867157	6.02668034837207
1	5.95961004586848	6.74674073788275
1	5.45606371847144	5.45963892558772
1	5.73409222589038	6.0083934345417
1	6.19418399156195	6.49996582838769
